Retailer,Retailer_ID,Invoice_Date,Sales_Quater,State,City,Product,Price_per_Unit,Units_Sold,Sales_Method,Total_Sales,Operating_Cost,Operating_Profit,Operating_Margin
Myntra,1007,05-01-2025,Q3,Tamil Nadu,Chennai,Jacket,2453.57,3,Online,7360.71,6441.5,919.21,12.00%
Amazon,1037,05-01-2025,Q3,Karnataka,Bangalore,Running Shoes,10575.43,8,Store,84603.44,75942.2,8661.24,10.00%
Myntra,1016,05-01-2025,Q3,Maharashtra,Mumbai,Shorts,10406.13,9,Store,93655.17,79254.34,14400.83,15.00%
Nike Store,1008,05-01-2025,Q4,Kerala,Kochi,Sneakers,7873.71,4,Store,31494.84,22173.97,9320.87,30.00%
Myntra,1041,05-01-2025,Q4,Karnataka,Bangalore,Sneakers,4935.98,9,Online,44423.82,42066.3,2357.52,5.00%
Ajio,1024,05-01-2025,Q4,Delhi,Delhi,Running Shoes,8327.24,7,Online,58290.68,50992.39,7298.29,13.00%
Myntra,1039,05-01-2025,Q1,Karnataka,Bangalore,T Shirt,8785.97,8,Online,70287.76,49915.14,20372.62,29.00%
Ajio,1025,05-01-2025,Q2,Maharashtra,Mumbai,T Shirt,2720.77,7,Store,19045.39,15678.09,3367.3,18.00%
Flipkart,1035,05-01-2025,Q4,Tamil Nadu,Chennai,Shorts,6219.64,3,Online,18658.92,13986.21,4672.71,25.00%
Amazon,1027,05-01-2025,Q4,Kerala,Kochi,Jacket,2244.72,9,Online,20202.48,17916.6,2285.88,11.00%
Ajio,1049,05-01-2025,Q2,Tamil Nadu,Chennai,T Shirt,3588.61,5,Store,17943.05,13068.28,4874.77,27.00%
Ajio,1036,05-01-2025,Q2,Kerala,Kochi,T Shirt,4570.25,2,Store,9140.5,6761.05,2379.45,26.00%
Myntra,1021,05-01-2025,Q4,Maharashtra,Mumbai,T Shirt,2581.3,6,Online,15487.8,13339.54,2148.26,14.00%
Ajio,1033,05-01-2025,Q2,Maharashtra,Mumbai,T Shirt,2239.08,6,Online,13434.48,11710.28,1724.2,13.00%
Amazon,1002,05-01-2025,Q1,Maharashtra,Mumbai,Shorts,11767.16,1,Online,11767.16,8616.65,3150.51,27.00%
Ajio,1023,05-01-2025,Q1,Delhi,Delhi,Jacket,8190.77,5,Online,40953.85,29828.96,11124.89,27.00%
Ajio,1030,05-01-2025,Q4,Maharashtra,Mumbai,T Shirt,3383.47,9,Online,30451.23,24222.93,6228.3,20.00%
Amazon,1021,05-01-2025,Q4,Delhi,Delhi,Jacket,11422.17,8,Online,91377.36,66366.28,25011.08,27.00%
Nike Store,1004,06-01-2025,Q4,Karnataka,Bangalore,Shorts,3898.72,6,Online,23392.32,21153.37,2238.95,10.00%
Nike Store,1033,06-01-2025,Q1,Delhi,Delhi,Jacket,11088.43,3,Store,33265.29,24459.21,8806.08,26.00%
Amazon,1037,06-01-2025,Q3,Kerala,Kochi,Jacket,7502.96,6,Store,45017.76,40442.95,4574.81,10.00%
Ajio,1016,06-01-2025,Q2,Maharashtra,Mumbai,Running Shoes,5342.94,2,Online,10685.88,8386.61,2299.27,22.00%
Ajio,1023,06-01-2025,Q2,Maharashtra,Mumbai,T Shirt,4369.62,7,Online,30587.34,28331.63,2255.71,7.00%
Myntra,1013,06-01-2025,Q2,Karnataka,Bangalore,Jacket,5933,7,Store,41531,29427.9,12103.1,29.00%
Myntra,1036,06-01-2025,Q3,Kerala,Kochi,Sneakers,5710,3,Store,17130,13675.29,3454.71,20.00%
Amazon,1011,06-01-2025,Q4,Delhi,Delhi,Shorts,9903.13,8,Store,79225.04,74295.05,4929.99,6.00%
Nike Store,1038,06-01-2025,Q3,Delhi,Delhi,T Shirt,9926.35,9,Store,89337.15,63354.99,25982.16,29.00%
Ajio,1013,06-01-2025,Q2,Karnataka,Bangalore,Shorts,11340.13,4,Online,45360.52,42494.97,2865.55,6.00%
Myntra,1031,06-01-2025,Q3,Maharashtra,Mumbai,T Shirt,11182.49,1,Store,11182.49,8087.67,3094.82,28.00%
Ajio,1007,06-01-2025,Q4,Kerala,Kochi,Sneakers,2146.96,7,Online,15028.72,12364.84,2663.88,18.00%
Nike Store,1033,06-01-2025,Q1,Karnataka,Bangalore,Sneakers,8095.6,8,Online,64764.8,55394.83,9369.97,14.00%
Flipkart,1015,06-01-2025,Q1,Kerala,Kochi,T Shirt,10977.47,5,Store,54887.35,46526.14,8361.21,15.00%
Nike Store,1017,06-01-2025,Q4,Kerala,Kochi,Jacket,11709.37,3,Store,35128.11,31845.46,3282.65,9.00%
Amazon,1033,06-01-2025,Q3,Tamil Nadu,Chennai,T Shirt,7053.33,4,Store,28213.32,20153.19,8060.13,29.00%
Flipkart,1012,06-01-2025,Q4,Karnataka,Bangalore,Jacket,5619.52,8,Store,44956.16,36032.81,8923.35,20.00%
Amazon,1007,06-01-2025,Q4,Tamil Nadu,Chennai,Jacket,7268.36,8,Store,58146.88,45624.64,12522.24,22.00%
Nike Store,1018,07-01-2025,Q2,Kerala,Kochi,Sneakers,9445.23,5,Store,47226.15,42572.24,4653.91,10.00%
Amazon,1023,07-01-2025,Q4,Tamil Nadu,Chennai,Running Shoes,10266.93,7,Online,71868.51,61496.66,10371.85,14.00%
Amazon,1016,07-01-2025,Q3,Tamil Nadu,Chennai,Shorts,11683.57,9,Online,105152.13,90407.57,14744.56,14.00%
Ajio,1033,07-01-2025,Q4,Karnataka,Bangalore,T Shirt,7275.77,5,Store,36378.85,34200.23,2178.62,6.00%
Ajio,1046,07-01-2025,Q2,Karnataka,Bangalore,T Shirt,3675.79,7,Store,25730.53,18545.13,7185.4,28.00%
Ajio,1047,07-01-2025,Q1,Tamil Nadu,Chennai,Running Shoes,2554.45,6,Online,15326.7,14275.35,1051.35,7.00%
Nike Store,1033,07-01-2025,Q1,Tamil Nadu,Chennai,T Shirt,5760.15,1,Online,5760.15,4531.94,1228.21,21.00%
Ajio,1042,07-01-2025,Q2,Tamil Nadu,Chennai,T Shirt,10601.73,5,Store,53008.65,48969.32,4039.33,8.00%
Ajio,1045,07-01-2025,Q1,Tamil Nadu,Chennai,Running Shoes,8158.4,2,Store,16316.8,12300.45,4016.35,25.00%
Nike Store,1017,07-01-2025,Q1,Maharashtra,Mumbai,Shorts,4577.38,5,Store,22886.9,18502.97,4383.93,19.00%
Amazon,1007,07-01-2025,Q4,Maharashtra,Mumbai,Sneakers,10769.26,4,Online,43077.04,31294.44,11782.6,27.00%
Myntra,1026,07-01-2025,Q2,Tamil Nadu,Chennai,Sneakers,11228.87,1,Online,11228.87,10554.9,673.97,6.00%
Ajio,1036,07-01-2025,Q2,Delhi,Delhi,Jacket,9615.93,1,Online,9615.93,7448.4,2167.53,23.00%
Flipkart,1025,07-01-2025,Q1,Tamil Nadu,Chennai,Sneakers,7468.56,8,Online,59748.48,48023.95,11724.53,20.00%
Ajio,1021,07-01-2025,Q4,Delhi,Delhi,Shorts,3530.56,3,Online,10591.68,7784.64,2807.04,27.00%
Ajio,1007,07-01-2025,Q1,Kerala,Kochi,T Shirt,9101.76,1,Online,9101.76,6442.85,2658.91,29.00%
Ajio,1019,07-01-2025,Q3,Delhi,Delhi,Shorts,8757.01,4,Online,35028.04,27080.21,7947.83,23.00%
Myntra,1041,07-01-2025,Q1,Karnataka,Bangalore,T Shirt,11778.44,1,Store,11778.44,11175.6,602.84,5.00%
Myntra,1027,07-01-2025,Q4,Tamil Nadu,Chennai,Jacket,3607.22,3,Online,10821.66,8041.83,2779.83,26.00%
Nike Store,1009,07-01-2025,Q4,Karnataka,Bangalore,T Shirt,7353.66,9,Store,66182.94,50007.19,16175.75,24.00%
Ajio,1000,07-01-2025,Q2,Karnataka,Bangalore,Running Shoes,10194.91,9,Online,91754.19,85866.34,5887.85,6.00%
Amazon,1009,07-01-2025,Q1,Delhi,Delhi,Sneakers,2654.39,6,Store,15926.34,15004.87,921.47,6.00%
Nike Store,1028,08-01-2025,Q2,Delhi,Delhi,Running Shoes,10903.29,4,Online,43613.16,36938.06,6675.1,15.00%
Nike Store,1026,08-01-2025,Q4,Kerala,Kochi,Jacket,11941.42,3,Store,35824.26,25978.3,9845.96,27.00%
Nike Store,1016,08-01-2025,Q3,Delhi,Delhi,Jacket,7585.63,9,Online,68270.67,60937.45,7333.22,11.00%
Amazon,1012,08-01-2025,Q3,Kerala,Kochi,Shorts,11515.64,4,Store,46062.56,42221.13,3841.43,8.00%
Ajio,1026,08-01-2025,Q1,Karnataka,Bangalore,T Shirt,2472.24,9,Store,22250.16,16611.01,5639.15,25.00%
Myntra,1019,08-01-2025,Q2,Maharashtra,Mumbai,Running Shoes,6631.73,1,Store,6631.73,5409.68,1222.05,18.00%
Nike Store,1011,08-01-2025,Q4,Karnataka,Bangalore,Jacket,2975.81,4,Store,11903.24,11192.28,710.96,6.00%
Flipkart,1029,08-01-2025,Q2,Maharashtra,Mumbai,Jacket,8040.29,4,Online,32161.16,24454.24,7706.92,24.00%
Ajio,1028,08-01-2025,Q2,Delhi,Delhi,T Shirt,8174.42,2,Online,16348.84,13819.63,2529.21,15.00%
Flipkart,1049,08-01-2025,Q2,Tamil Nadu,Chennai,Running Shoes,10673.48,4,Online,42693.92,38068.54,4625.38,11.00%
Ajio,1044,08-01-2025,Q2,Maharashtra,Mumbai,Sneakers,2485.12,8,Store,19880.96,17186.33,2694.63,14.00%
Amazon,1025,08-01-2025,Q4,Delhi,Delhi,Shorts,11804.76,9,Online,106242.84,83779.88,22462.96,21.00%
Amazon,1005,08-01-2025,Q4,Delhi,Delhi,T Shirt,11605.89,1,Store,11605.89,8585.12,3020.77,26.00%
Amazon,1006,08-01-2025,Q2,Kerala,Kochi,T Shirt,6122.4,7,Online,42856.8,38255.56,4601.24,11.00%
Ajio,1044,08-01-2025,Q4,Delhi,Delhi,Sneakers,10591.53,4,Online,42366.12,39359.44,3006.68,7.00%
Nike Store,1044,08-01-2025,Q2,Kerala,Kochi,T Shirt,6244.83,1,Online,6244.83,5130.36,1114.47,18.00%
Ajio,1032,08-01-2025,Q1,Delhi,Delhi,Running Shoes,5673.82,4,Store,22695.28,17528.13,5167.15,23.00%
Amazon,1032,08-01-2025,Q4,Karnataka,Bangalore,Shorts,3118.53,3,Store,9355.59,6688.62,2666.97,29.00%
Amazon,1042,08-01-2025,Q3,Maharashtra,Mumbai,Running Shoes,10425.24,6,Online,62551.44,51735,10816.44,17.00%
Amazon,1013,08-01-2025,Q4,Delhi,Delhi,Running Shoes,11778.12,4,Online,47112.48,33530.57,13581.91,29.00%
Ajio,1037,09-01-2025,Q2,Delhi,Delhi,Jacket,9109.92,5,Store,45549.6,43126.14,2423.46,5.00%
Nike Store,1038,09-01-2025,Q1,Kerala,Kochi,Shorts,2962.1,9,Online,26658.9,18733.73,7925.17,30.00%
Myntra,1045,09-01-2025,Q3,Delhi,Delhi,Jacket,11037.23,8,Online,88297.84,63057.77,25240.07,29.00%
Ajio,1046,09-01-2025,Q2,Kerala,Kochi,Running Shoes,2527.3,9,Online,22745.7,18338.3,4407.4,19.00%
Flipkart,1005,09-01-2025,Q1,Delhi,Delhi,Jacket,6441.95,2,Store,12883.9,11498.87,1385.03,11.00%
Amazon,1003,09-01-2025,Q2,Kerala,Kochi,Jacket,9988.48,2,Online,19976.96,18291.05,1685.91,8.00%
Myntra,1029,09-01-2025,Q2,Delhi,Delhi,Jacket,5257.49,7,Online,36802.43,30742.86,6059.57,16.00%
Flipkart,1017,09-01-2025,Q2,Delhi,Delhi,Running Shoes,6904.72,2,Online,13809.44,11079.91,2729.53,20.00%
Flipkart,1008,09-01-2025,Q2,Karnataka,Bangalore,Shorts,10487.48,1,Store,10487.48,7625.33,2862.15,27.00%
Nike Store,1022,09-01-2025,Q1,Maharashtra,Mumbai,Sneakers,8936.73,6,Online,53620.38,42023.6,11596.78,22.00%
Nike Store,1045,09-01-2025,Q1,Karnataka,Bangalore,Running Shoes,4920.44,9,Online,44283.96,37005.48,7278.48,16.00%
Ajio,1025,09-01-2025,Q1,Delhi,Delhi,Jacket,10767.73,3,Online,32303.19,28639.52,3663.67,11.00%
Ajio,1009,09-01-2025,Q3,Kerala,Kochi,Jacket,7384.75,2,Store,14769.5,10589.18,4180.32,28.00%
Nike Store,1048,09-01-2025,Q1,Karnataka,Bangalore,Shorts,11222.37,1,Online,11222.37,9835.86,1386.51,12.00%
Ajio,1018,09-01-2025,Q4,Delhi,Delhi,Jacket,5864.71,4,Store,23458.84,16978,6480.84,28.00%
Ajio,1039,09-01-2025,Q2,Kerala,Kochi,T Shirt,5009.68,3,Store,15029.04,13097.89,1931.15,13.00%
Myntra,1034,09-01-2025,Q4,Delhi,Delhi,Running Shoes,10670.57,8,Store,85364.56,61128.84,24235.72,28.00%
Ajio,1045,09-01-2025,Q1,Kerala,Kochi,Running Shoes,9815.25,2,Store,19630.5,15861.28,3769.22,19.00%
Amazon,1013,09-01-2025,Q4,Karnataka,Bangalore,Shorts,7286.5,6,Store,43719,40313.78,3405.22,8.00%
Ajio,1042,09-01-2025,Q2,Tamil Nadu,Chennai,Jacket,10552.97,1,Store,10552.97,9266.65,1286.32,12.00%
Nike Store,1005,09-01-2025,Q2,Karnataka,Bangalore,T Shirt,5070.52,2,Store,10141.04,8776.12,1364.92,13.00%
Myntra,1043,09-01-2025,Q2,Karnataka,Bangalore,Running Shoes,6348.68,9,Store,57138.12,45666.88,11471.24,20.00%
Myntra,1025,10-01-2025,Q4,Maharashtra,Mumbai,Shorts,4674.91,6,Store,28049.46,21014.09,7035.37,25.00%
Flipkart,1025,10-01-2025,Q2,Maharashtra,Mumbai,Running Shoes,9375.72,8,Online,75005.76,58721.03,16284.73,22.00%
Amazon,1048,10-01-2025,Q2,Maharashtra,Mumbai,Running Shoes,10782.69,6,Online,64696.14,58077.04,6619.1,10.00%
Ajio,1014,10-01-2025,Q3,Maharashtra,Mumbai,Sneakers,6090.59,8,Store,48724.72,42176.24,6548.48,13.00%
Myntra,1012,10-01-2025,Q1,Tamil Nadu,Chennai,T Shirt,2510.45,5,Online,12552.25,11886.86,665.39,5.00%
Nike Store,1045,10-01-2025,Q4,Maharashtra,Mumbai,Jacket,4159.13,5,Store,20795.65,17911.3,2884.35,14.00%
Amazon,1022,10-01-2025,Q4,Maharashtra,Mumbai,T Shirt,11456.28,9,Store,103106.52,80719.18,22387.34,22.00%
Nike Store,1040,10-01-2025,Q4,Delhi,Delhi,Running Shoes,9033.8,6,Online,54202.8,40081.15,14121.65,26.00%
Ajio,1014,10-01-2025,Q2,Karnataka,Bangalore,Running Shoes,6118.07,8,Store,48944.56,44151.91,4792.65,10.00%
Nike Store,1012,10-01-2025,Q1,Karnataka,Bangalore,Sneakers,3809.5,5,Online,19047.5,14834.56,4212.94,22.00%
Myntra,1023,10-01-2025,Q4,Maharashtra,Mumbai,Sneakers,11820.32,4,Store,47281.28,37047.89,10233.39,22.00%
Myntra,1017,10-01-2025,Q2,Karnataka,Bangalore,Sneakers,10007.84,4,Store,40031.36,29521.01,10510.35,26.00%
Flipkart,1020,10-01-2025,Q4,Tamil Nadu,Chennai,Jacket,2021.34,7,Online,14149.38,12997.08,1152.3,8.00%
Amazon,1000,10-01-2025,Q4,Kerala,Kochi,T Shirt,5727.12,6,Store,34362.72,25632.75,8729.97,25.00%
Ajio,1019,10-01-2025,Q4,Tamil Nadu,Chennai,Jacket,5821.4,8,Online,46571.2,43131.62,3439.58,7.00%
Amazon,1032,10-01-2025,Q3,Kerala,Kochi,Running Shoes,2655.11,7,Online,18585.77,15335.82,3249.95,17.00%
Nike Store,1021,10-01-2025,Q2,Maharashtra,Mumbai,Jacket,7600.3,2,Online,15200.6,12854.58,2346.02,15.00%
Nike Store,1035,10-01-2025,Q2,Kerala,Kochi,Jacket,11879.19,2,Online,23758.38,17030.47,6727.91,28.00%
Amazon,1002,10-01-2025,Q3,Maharashtra,Mumbai,T Shirt,6455,4,Online,25820,21829.78,3990.22,15.00%
Amazon,1027,10-01-2025,Q3,Kerala,Kochi,Shorts,2875.45,6,Store,17252.7,16310.55,942.15,5.00%
Nike Store,1038,10-01-2025,Q3,Kerala,Kochi,Shorts,10281.26,4,Online,41125.04,31894.86,9230.18,22.00%
Myntra,1030,10-01-2025,Q4,Kerala,Kochi,Shorts,8263.47,5,Online,41317.35,32754.1,8563.25,21.00%
Ajio,1018,10-01-2025,Q3,Karnataka,Bangalore,Sneakers,10157.4,3,Online,30472.2,25094.5,5377.7,18.00%
Flipkart,1021,11-01-2025,Q3,Karnataka,Bangalore,T Shirt,9919.39,8,Online,79355.12,64736.19,14618.93,18.00%
Nike Store,1015,11-01-2025,Q4,Maharashtra,Mumbai,Sneakers,3206.07,5,Store,16030.35,11416.32,4614.03,29.00%
Amazon,1013,11-01-2025,Q1,Karnataka,Bangalore,Sneakers,5883.8,1,Store,5883.8,4338.02,1545.78,26.00%
Flipkart,1016,11-01-2025,Q1,Tamil Nadu,Chennai,Running Shoes,11871.33,4,Store,47485.32,44295.03,3190.29,7.00%
Flipkart,1014,11-01-2025,Q4,Kerala,Kochi,Sneakers,6803.17,7,Online,47622.19,44293.98,3328.21,7.00%
Amazon,1007,11-01-2025,Q4,Kerala,Kochi,Sneakers,6153.12,7,Online,43071.84,37904.62,5167.22,12.00%
Ajio,1017,11-01-2025,Q2,Delhi,Delhi,Jacket,9619.89,4,Store,38479.56,35096.32,3383.24,9.00%
Flipkart,1041,11-01-2025,Q2,Delhi,Delhi,Sneakers,9122.36,9,Online,82101.24,61128.05,20973.19,26.00%
Flipkart,1007,11-01-2025,Q2,Maharashtra,Mumbai,Shorts,3229.18,2,Store,6458.36,4790.7,1667.66,26.00%
Ajio,1026,11-01-2025,Q2,Kerala,Kochi,Sneakers,6275.25,8,Store,50202,42266.71,7935.29,16.00%
Amazon,1036,11-01-2025,Q4,Delhi,Delhi,Sneakers,3772.39,6,Store,22634.34,19912.42,2721.92,12.00%
Myntra,1043,11-01-2025,Q2,Karnataka,Bangalore,Running Shoes,4419.98,3,Online,13259.94,9367.87,3892.07,29.00%
Flipkart,1042,11-01-2025,Q3,Maharashtra,Mumbai,Running Shoes,6655.11,8,Online,53240.88,43953.76,9287.12,17.00%
Flipkart,1028,11-01-2025,Q3,Delhi,Delhi,Jacket,2173.91,4,Store,8695.64,7344.79,1350.85,16.00%
Amazon,1020,11-01-2025,Q3,Kerala,Kochi,Sneakers,3719.91,7,Store,26039.37,20740.49,5298.88,20.00%
Nike Store,1016,11-01-2025,Q4,Maharashtra,Mumbai,Running Shoes,6592.09,3,Online,19776.27,15205.53,4570.74,23.00%
Ajio,1014,11-01-2025,Q2,Karnataka,Bangalore,Jacket,7253.64,4,Store,29014.56,24486.46,4528.1,16.00%
Amazon,1009,11-01-2025,Q2,Delhi,Delhi,T Shirt,10981.05,2,Online,21962.1,16432.29,5529.81,25.00%
Ajio,1029,11-01-2025,Q1,Kerala,Kochi,Shorts,9472.18,2,Store,18944.36,17548.76,1395.6,7.00%
Nike Store,1014,11-01-2025,Q3,Delhi,Delhi,Jacket,10789.62,8,Store,86316.96,71055.86,15261.1,18.00%
Nike Store,1028,11-01-2025,Q2,Delhi,Delhi,Jacket,8395.02,4,Online,33580.08,24897.67,8682.41,26.00%
Ajio,1010,11-01-2025,Q2,Tamil Nadu,Chennai,Shorts,10809.67,3,Store,32429.01,26858.53,5570.48,17.00%
Flipkart,1012,11-01-2025,Q4,Kerala,Kochi,T Shirt,7013.18,8,Store,56105.44,45050.73,11054.71,20.00%
Flipkart,1011,12-01-2025,Q4,Tamil Nadu,Chennai,Running Shoes,7712.76,6,Store,46276.56,41066.68,5209.88,11.00%
Ajio,1007,12-01-2025,Q3,Maharashtra,Mumbai,Shorts,2136.84,3,Online,6410.52,4781.71,1628.81,25.00%
Ajio,1028,12-01-2025,Q4,Delhi,Delhi,T Shirt,9611.43,8,Store,76891.44,66677.47,10213.97,13.00%
Nike Store,1047,12-01-2025,Q1,Karnataka,Bangalore,Shorts,7509.02,8,Store,60072.16,57055.94,3016.22,5.00%
Flipkart,1005,12-01-2025,Q2,Delhi,Delhi,T Shirt,11995.12,5,Online,59975.6,42446.67,17528.93,29.00%
Flipkart,1012,12-01-2025,Q2,Delhi,Delhi,Sneakers,2761.89,5,Store,13809.45,11449.61,2359.84,17.00%
Amazon,1030,12-01-2025,Q2,Maharashtra,Mumbai,Shorts,2928.71,2,Store,5857.42,5165.19,692.23,12.00%
Myntra,1009,12-01-2025,Q2,Tamil Nadu,Chennai,Shorts,11053.73,1,Online,11053.73,9410.71,1643.02,15.00%
Nike Store,1030,12-01-2025,Q2,Kerala,Kochi,Jacket,4826.52,8,Online,38612.16,29257.68,9354.48,24.00%
Flipkart,1044,12-01-2025,Q2,Maharashtra,Mumbai,Shorts,9138.12,6,Online,54828.72,48414.67,6414.05,12.00%
Flipkart,1016,12-01-2025,Q4,Karnataka,Bangalore,Shorts,8323.66,8,Store,66589.28,56500.91,10088.37,15.00%
Flipkart,1011,12-01-2025,Q3,Karnataka,Bangalore,T Shirt,7685.08,9,Store,69165.72,53067.12,16098.6,23.00%
Amazon,1016,12-01-2025,Q4,Kerala,Kochi,Shorts,6272.17,3,Store,18816.51,13374.15,5442.36,29.00%
Ajio,1019,12-01-2025,Q1,Kerala,Kochi,Jacket,9443.83,4,Store,37775.32,28363.65,9411.67,25.00%
Myntra,1021,12-01-2025,Q4,Karnataka,Bangalore,Shorts,7061.54,8,Store,56492.32,44142.07,12350.25,22.00%
Nike Store,1008,12-01-2025,Q4,Kerala,Kochi,Jacket,7754.58,7,Online,54282.06,38688.74,15593.32,29.00%
Amazon,1044,12-01-2025,Q3,Delhi,Delhi,Sneakers,3808.74,2,Online,7617.48,6106.14,1511.34,20.00%
Flipkart,1044,12-01-2025,Q4,Karnataka,Bangalore,T Shirt,4697.5,3,Online,14092.5,12643.85,1448.65,10.00%
Flipkart,1037,12-01-2025,Q2,Delhi,Delhi,T Shirt,9510.41,4,Store,38041.64,27200.07,10841.57,28.00%
Flipkart,1028,12-01-2025,Q1,Tamil Nadu,Chennai,Jacket,9542.93,2,Store,19085.86,16703.74,2382.12,12.00%
Flipkart,1022,12-01-2025,Q3,Karnataka,Bangalore,Jacket,2617.43,8,Online,20939.44,19716.18,1223.26,6.00%
Myntra,1011,13-01-2025,Q2,Kerala,Kochi,Running Shoes,8852.24,5,Store,44261.2,37345.53,6915.67,16.00%
Flipkart,1029,13-01-2025,Q4,Karnataka,Bangalore,Running Shoes,10835.55,8,Store,86684.4,73144.05,13540.35,16.00%
Ajio,1023,13-01-2025,Q4,Kerala,Kochi,Jacket,4131.21,3,Store,12393.63,10086.53,2307.1,19.00%
Ajio,1018,13-01-2025,Q3,Maharashtra,Mumbai,Shorts,4421.84,9,Online,39796.56,27862.21,11934.35,30.00%
Flipkart,1032,13-01-2025,Q2,Maharashtra,Mumbai,T Shirt,8129.01,4,Online,32516.04,28961.35,3554.69,11.00%
Nike Store,1028,13-01-2025,Q4,Tamil Nadu,Chennai,Sneakers,8280.31,4,Store,33121.24,30155.71,2965.53,9.00%
Amazon,1049,13-01-2025,Q2,Delhi,Delhi,Jacket,8830.91,9,Online,79478.19,69240.43,10237.76,13.00%
Amazon,1031,13-01-2025,Q1,Tamil Nadu,Chennai,T Shirt,5709.83,9,Store,51388.47,48308.45,3080.02,6.00%
Flipkart,1040,13-01-2025,Q1,Maharashtra,Mumbai,T Shirt,4575.38,7,Store,32027.66,23048.87,8978.79,28.00%
Flipkart,1009,13-01-2025,Q2,Tamil Nadu,Chennai,Sneakers,5668.45,4,Store,22673.8,20222.07,2451.73,11.00%
Ajio,1026,13-01-2025,Q4,Tamil Nadu,Chennai,Jacket,8888.41,7,Online,62218.87,49099.36,13119.51,21.00%
Ajio,1040,13-01-2025,Q2,Delhi,Delhi,Shorts,3956.94,6,Store,23741.64,22365.44,1376.2,6.00%
Nike Store,1027,13-01-2025,Q2,Maharashtra,Mumbai,T Shirt,8168.17,7,Online,57177.19,46199.84,10977.35,19.00%
Flipkart,1005,13-01-2025,Q3,Kerala,Kochi,Jacket,5912.11,3,Online,17736.33,14470.28,3266.05,18.00%
Flipkart,1020,13-01-2025,Q1,Delhi,Delhi,Jacket,10968.89,5,Online,54844.45,44055.53,10788.92,20.00%
Nike Store,1027,13-01-2025,Q2,Tamil Nadu,Chennai,Jacket,11518.99,3,Online,34556.97,31577.04,2979.93,9.00%
Myntra,1040,13-01-2025,Q4,Tamil Nadu,Chennai,Shorts,3281.92,3,Online,9845.76,9172.33,673.43,7.00%
Nike Store,1033,13-01-2025,Q4,Maharashtra,Mumbai,Jacket,4103.9,3,Store,12311.7,9790.34,2521.36,20.00%
Amazon,1037,13-01-2025,Q2,Tamil Nadu,Chennai,Sneakers,2337.75,9,Store,21039.75,19096.74,1943.01,9.00%
Flipkart,1023,13-01-2025,Q2,Tamil Nadu,Chennai,Running Shoes,6768,7,Store,47376,34651.01,12724.99,27.00%
Ajio,1038,14-01-2025,Q2,Tamil Nadu,Chennai,T Shirt,2502.25,1,Online,2502.25,2201.71,300.54,12.00%
Amazon,1031,14-01-2025,Q3,Delhi,Delhi,Jacket,7538.84,1,Online,7538.84,6354.73,1184.11,16.00%
Ajio,1006,14-01-2025,Q3,Kerala,Kochi,Jacket,5785.73,5,Store,28928.65,25302.39,3626.26,13.00%
Amazon,1016,14-01-2025,Q4,Kerala,Kochi,T Shirt,2509.78,3,Online,7529.34,5820.94,1708.4,23.00%
Ajio,1030,14-01-2025,Q2,Tamil Nadu,Chennai,T Shirt,11993.92,8,Online,95951.36,90729.44,5221.92,5.00%
Flipkart,1020,14-01-2025,Q2,Maharashtra,Mumbai,Sneakers,8732.27,3,Online,26196.81,20937.14,5259.67,20.00%
Nike Store,1048,14-01-2025,Q2,Kerala,Kochi,T Shirt,4419.01,3,Store,13257.03,12339.93,917.1,7.00%
Myntra,1037,14-01-2025,Q3,Maharashtra,Mumbai,Jacket,4813.89,6,Online,28883.34,24120.21,4763.13,16.00%
Ajio,1029,14-01-2025,Q2,Karnataka,Bangalore,Sneakers,3075.58,4,Store,12302.32,9474.59,2827.73,23.00%
Myntra,1030,14-01-2025,Q4,Kerala,Kochi,Running Shoes,7278.2,9,Online,65503.8,56575.22,8928.58,14.00%
Nike Store,1023,14-01-2025,Q2,Kerala,Kochi,Shorts,8117.34,3,Online,24352.02,19677.53,4674.49,19.00%
Nike Store,1017,14-01-2025,Q2,Kerala,Kochi,T Shirt,9265.16,5,Online,46325.8,43815.4,2510.4,5.00%
Amazon,1019,14-01-2025,Q1,Delhi,Delhi,Shorts,2234.75,6,Online,13408.5,9714.64,3693.86,28.00%
Myntra,1009,14-01-2025,Q3,Karnataka,Bangalore,Running Shoes,3817.02,8,Online,30536.16,22610.25,7925.91,26.00%
Flipkart,1022,14-01-2025,Q3,Tamil Nadu,Chennai,T Shirt,3662.92,2,Online,7325.84,5361.74,1964.1,27.00%
Amazon,1027,14-01-2025,Q2,Kerala,Kochi,Running Shoes,9633.11,5,Online,48165.55,36789.8,11375.75,24.00%
Ajio,1006,14-01-2025,Q2,Maharashtra,Mumbai,Jacket,9585.98,5,Store,47929.9,40649.6,7280.3,15.00%
Nike Store,1046,14-01-2025,Q4,Tamil Nadu,Chennai,Jacket,6894.25,6,Store,41365.5,30799.69,10565.81,26.00%
Amazon,1049,14-01-2025,Q2,Tamil Nadu,Chennai,T Shirt,5562.55,6,Online,33375.3,24418.73,8956.57,27.00%
Myntra,1036,14-01-2025,Q2,Kerala,Kochi,Shorts,9219.79,3,Store,27659.37,22396.73,5262.64,19.00%
Amazon,1049,15-01-2025,Q1,Karnataka,Bangalore,Shorts,11687.42,8,Store,93499.36,79425.31,14074.05,15.00%
